narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,sequence_id
P01_09_104,P01,P01_09,05:58.5,05:58.5,05:59.5,21511,21570,put down flour,put-down,1,flour,75,['flour'],[75],P01_09_seq_00029
P01_09_108,P01,P01_09,06:36.4,06:35.9,06:36.9,23754,23811,take flour bag,take,0,bag:flour,19,['bag:flour'],[19],P01_09_seq_00030
P01_09_111,P01,P01_09,06:46.9,06:45.5,06:47.2,24327,24432,put down flour bag,put-down,1,bag:flour,19,['bag:flour'],[19],P01_09_seq_00031
P01_09_115,P01,P01_09,07:13.5,07:18.3,07:33.3,26298,27195,continue kneading dough,knead,51,dough,25,['dough'],[25],P01_09_seq_00032
P01_09_119,P01,P01_09,08:24.0,08:22.4,08:35.3,30142,30915,knead dough,knead,51,dough,25,['dough'],[25],P01_09_seq_00033
P01_09_125,P01,P01_09,09:35.8,09:35.7,09:36.5,34540,34592,turn on tap,turn-on,6,tap,0,['tap'],[0],P01_09_seq_00034
P01_09_129,P01,P01_09,10:01.4,10:01.3,10:04.4,36079,36263,dry hands,dry,14,hand,11,['hand'],[11],P01_09_seq_00035
P01_09_13,P01,P01_09,00:33.1,00:33.0,00:34.5,1977,2067,close fridge,close,4,fridge,12,['fridge'],[12],P01_09_seq_00005
P01_09_132,P01,P01_09,10:14.4,10:11.4,10:14.6,36685,36876,put towel unto bowl,put-unto,1,towel,52,"['towel', 'bowl']","[52, 7]",P01_09_seq_00036
P01_09_135,P01,P01_09,10:22.3,10:20.5,10:21.8,37233,37308,take timer,take,0,timer,111,['timer'],[111],P01_09_seq_00037
P01_09_138,P01,P01_09,10:26.4,10:25.1,10:27.2,37506,37630,put tea towels into cupboard,put-into,5,towel:tea,52,"['towel:tea', 'cupboard']","[52, 3]",P01_09_seq_00038
P01_09_141,P01,P01_09,10:44.7,10:41.8,10:46.8,38511,38808,put flour bag into cupboard,put-into,5,bag:flour,19,"['bag:flour', 'cupboard']","[19, 3]",P01_09_seq_00039
P01_09_144,P01,P01_09,10:53.5,10:52.0,10:55.9,39121,39353,rinse sponge,rinse,2,sponge,9,['sponge'],[9],P01_09_seq_00040
P01_09_147,P01,P01_09,11:20.9,11:20.9,11:21.7,40855,40901,turn off tap,turn-off,8,tap,0,['tap'],[0],P01_09_seq_00041
P01_09_150,P01,P01_09,11:30.5,11:29.7,11:30.9,41380,41454,pour washing up liquid,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22],P01_09_seq_00042
P01_09_154,P01,P01_09,11:49.1,11:40.0,11:55.2,42000,42912,continue washing spatula,wash,2,spatula,20,['spatula'],[20],P01_09_seq_00043
P01_09_159,P01,P01_09,12:21.9,12:21.1,12:21.6,44466,44496,put down sponge,put-down,1,sponge,9,['sponge'],[9],P01_09_seq_00044
P01_09_16,P01,P01_09,00:38.8,00:38.8,00:41.4,2325,2481,take potatoes,take,0,potato,30,['potato'],[30],P01_09_seq_00006
P01_09_163,P01,P01_09,12:26.6,12:26.8,12:29.0,44808,44941,rinse spatula,rinse,2,spatula,20,['spatula'],[20],P01_09_seq_00045
P01_09_167,P01,P01_09,12:36.3,12:35.4,12:41.3,45324,45680,rinse spatula,rinse,2,spatula,20,['spatula'],[20],P01_09_seq_00046
P01_09_173,P01,P01_09,12:58.6,12:58.1,13:02.4,46685,46944,wash bowl,wash,2,bowl,7,['bowl'],[7],P01_09_seq_00047
P01_09_177,P01,P01_09,13:06.2,13:05.6,13:06.9,47136,47211,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],P01_09_seq_00048
P01_09_183,P01,P01_09,13:18.4,13:15.5,13:19.5,47729,47970,squeeze sponge,squeeze,18,sponge,9,['sponge'],[9],P01_09_seq_00049
P01_09_187,P01,P01_09,13:26.4,13:26.4,13:27.6,48382,48457,hang clothes,hang,41,clothes,73,['clothes'],[73],P01_09_seq_00050
P01_09_190,P01,P01_09,13:34.4,13:33.0,13:39.8,48779,49189,turn oven on,turn-on,6,oven,46,['oven'],[46],P01_09_seq_00051
P01_09_193,P01,P01_09,13:45.0,13:45.4,13:46.2,49523,49574,open cupboard,open,3,cupboard,3,['cupboard'],[3],P01_09_seq_00052
P01_09_198,P01,P01_09,13:54.3,13:53.0,13:54.4,49978,50064,take potato,take,0,potato,30,['potato'],[30],P01_09_seq_00053
P01_09_20,P01,P01_09,00:50.3,00:48.6,00:51.4,2919,3084,take cutting board,take,0,board:cutting,18,['board:cutting'],[18],P01_09_seq_00007
P01_09_202,P01,P01_09,14:02.6,14:04.3,14:21.1,50656,51667,peel potato,peel,19,potato,30,['potato'],[30],P01_09_seq_00054
P01_09_206,P01,P01_09,15:15.5,15:15.3,15:16.8,54915,55006,put down potato,put-down,1,potato,30,['potato'],[30],P01_09_seq_00055
P01_09_211,P01,P01_09,16:39.7,16:34.4,16:39.1,59662,59947,pour potato onto plate,pour-onto,9,potato,30,"['potato', 'plate']","[30, 2]",P01_09_seq_00056
P01_09_214,P01,P01_09,16:45.5,16:45.4,16:47.6,60326,60456,take potato skins,take,0,skin:potato,48,['skin:potato'],[48],P01_09_seq_00057
P01_09_218,P01,P01_09,16:56.4,16:55.7,16:57.1,60942,61023,open cupboard,open,3,cupboard,3,['cupboard'],[3],P01_09_seq_00058
P01_09_221,P01,P01_09,17:02.3,17:02.3,17:03.1,61338,61383,take knife,take,0,knife,4,['knife'],[4],P01_09_seq_00059
P01_09_226,P01,P01_09,18:03.4,18:03.2,18:04.0,64991,65043,put down onion,put-down,1,onion,16,['onion'],[16],P01_09_seq_00060
P01_09_232,P01,P01_09,18:22.4,18:19.8,18:22.3,65990,66139,put down bits,put-down,1,bit:onion,16,['bit:onion'],[16],P01_09_seq_00061
P01_09_235,P01,P01_09,18:28.2,18:28.2,18:28.7,66490,66521,put down knife,put-down,1,knife,4,['knife'],[4],P01_09_seq_00062
P01_09_239,P01,P01_09,18:36.5,18:36.0,18:36.9,66957,67013,open container,open,3,container,21,['container'],[21],P01_09_seq_00063
P01_09_244,P01,P01_09,18:44.8,18:43.9,18:45.0,67436,67498,turn off tap,turn-off,8,tap,0,['tap'],[0],P01_09_seq_00064
P01_09_248,P01,P01_09,18:53.2,18:56.6,18:58.5,68197,68312,open fridge,open,3,fridge,12,['fridge'],[12],P01_09_seq_00065
P01_09_25,P01,P01_09,00:58.7,00:58.7,01:00.7,3521,3644,put cup into cupboard,put-into,5,cup,13,"['cup', 'cupboard']","[13, 3]",P01_09_seq_00008
P01_09_254,P01,P01_09,19:17.5,19:16.1,19:17.8,69368,69467,take bin.,take,0,bin,36,['bin'],[36],P01_09_seq_00066
P01_09_257,P01,P01_09,19:26.3,19:26.6,19:27.5,69997,70051,close bin.,close,4,bin,36,['bin'],[36],P01_09_seq_00067
P01_09_260,P01,P01_09,19:33.3,19:33.1,19:35.4,70388,70523,wash hands.,wash,2,hand,11,['hand'],[11],P01_09_seq_00068
P01_09_264,P01,P01_09,19:54.3,19:44.5,19:53.9,71067,71635,cut onion.,cut,7,onion,16,['onion'],[16],P01_09_seq_00069
P01_09_268,P01,P01_09,20:26.6,20:27.1,20:27.8,73626,73667,turn knife,turn,23,knife,4,['knife'],[4],P01_09_seq_00070
P01_09_272,P01,P01_09,20:53.3,20:52.7,20:56.0,75159,75361,slice onion,slice,7,onion,16,['onion'],[16],P01_09_seq_00071
P01_09_275,P01,P01_09,21:15.9,21:15.9,21:16.8,76551,76610,put down cutting board and knife,put-down,1,board:cutting,18,"['board:cutting', 'knife']","[18, 4]",P01_09_seq_00072
P01_09_279,P01,P01_09,21:23.2,21:22.4,21:23.1,76942,76986,close bin,close,4,bin,36,['bin'],[36],P01_09_seq_00073
P01_09_282,P01,P01_09,21:38.9,21:38.4,21:39.3,77904,77958,take knife,take,0,knife,4,['knife'],[4],P01_09_seq_00074
P01_09_285,P01,P01_09,21:58.1,21:58.3,21:59.7,79095,79180,put down mushrooms,put-down,1,mushroom,56,['mushroom'],[56],P01_09_seq_00075
P01_09_288,P01,P01_09,22:11.0,22:11.9,22:13.3,79914,79996,put mushrooms into fridge,put-into,5,mushroom,56,"['mushroom', 'fridge']","[56, 12]",P01_09_seq_00076
P01_09_292,P01,P01_09,22:19.0,22:18.4,22:20.9,80304,80456,close fridge,close,4,fridge,12,['fridge'],[12],P01_09_seq_00077
P01_09_296,P01,P01_09,22:28.1,22:27.7,22:31.6,80863,81096,wash mushroom,wash,2,mushroom,56,['mushroom'],[56],P01_09_seq_00078
P01_09_3,P01,P01_09,00:07.8,00:08.0,00:09.9,481,592,open bag,open,3,bag,19,['bag'],[19],P01_09_seq_00002
P01_09_300,P01,P01_09,22:39.2,22:38.5,22:39.2,81508,81553,take mushroom,take,0,mushroom,56,['mushroom'],[56],P01_09_seq_00079
P01_09_304,P01,P01_09,22:45.4,22:44.8,22:47.8,81888,82066,take mushrooms,take,0,mushroom,56,['mushroom'],[56],P01_09_seq_00080
P01_09_307,P01,P01_09,22:55.0,22:54.8,22:56.1,82490,82565,open cupboard,open,3,cupboard,3,['cupboard'],[3],P01_09_seq_00081
P01_09_31,P01,P01_09,01:11.5,01:09.2,01:11.7,4154,4303,take bowls,take,0,bowl,7,['bowl'],[7],P01_09_seq_00009
P01_09_312,P01,P01_09,23:04.1,23:03.9,23:04.9,83034,83095,take knife,take,0,knife,4,['knife'],[4],P01_09_seq_00082
P01_09_316,P01,P01_09,23:40.5,23:51.1,23:52.9,85864,85974,pour,pour,9,mushroom,56,['mushroom'],[56],P01_09_seq_00083
P01_09_320,P01,P01_09,24:02.0,23:58.6,24:02.9,86316,86571,take pan,take,0,pan,5,['pan'],[5],P01_09_seq_00084
P01_09_323,P01,P01_09,24:06.2,24:06.2,24:06.9,86770,86815,take oil,take,0,oil,31,['oil'],[31],P01_09_seq_00085
P01_09_327,P01,P01_09,24:18.9,24:18.8,24:20.6,87525,87638,put down oil,put-down,1,oil,31,['oil'],[31],P01_09_seq_00086
P01_09_330,P01,P01_09,24:24.7,24:23.8,24:24.3,87826,87856,put down knife,put-down,1,knife,4,['knife'],[4],P01_09_seq_00087
P01_09_334,P01,P01_09,24:32.3,24:32.1,24:34.6,88323,88477,throw something into bin,throw-into,13,bin,36,['bin'],[36],P01_09_seq_00088
P01_09_338,P01,P01_09,24:39.2,24:39.1,24:51.3,88743,89478,wash aubergine,wash,2,aubergine,67,['aubergine'],[67],P01_09_seq_00089
P01_09_34,P01,P01_09,01:19.0,01:18.9,01:19.8,4733,4789,put down bowls,put-down,1,bowl,7,['bowl'],[7],P01_09_seq_00010
P01_09_342,P01,P01_09,25:05.5,25:04.8,25:21.5,90286,91292,slice aubergine,slice,7,aubergine,67,['aubergine'],[67],P01_09_seq_00090
P01_09_346,P01,P01_09,25:41.6,25:42.0,25:42.9,92521,92572,open fridge,open,3,fridge,12,['fridge'],[12],P01_09_seq_00091
P01_09_350,P01,P01_09,25:52.2,25:52.7,25:53.7,93159,93219,open bin,open,3,bin,36,['bin'],[36],P01_09_seq_00092
P01_09_355,P01,P01_09,26:04.5,26:04.1,26:05.9,93848,93953,move plate,move,11,plate,2,['plate'],[2],P01_09_seq_00093
P01_09_358,P01,P01_09,26:18.4,26:18.4,26:20.0,94705,94800,turn on tap,turn-on,6,tap,0,['tap'],[0],P01_09_seq_00094
P01_09_363,P01,P01_09,26:32.7,26:32.9,26:34.5,95572,95668,dry hands,dry,14,hand,11,['hand'],[11],P01_09_seq_00095
P01_09_367,P01,P01_09,26:48.0,26:46.6,26:48.0,96399,96483,eat olive,eat,35,olive,83,['olive'],[83],P01_09_seq_00096
P01_09_37,P01,P01_09,01:23.9,01:23.4,01:24.5,5003,5068,take measuring cup,take,0,cup:measuring,13,['cup:measuring'],[13],P01_09_seq_00011
P01_09_373,P01,P01_09,27:30.0,27:28.7,27:31.7,98921,99101,take aubergine,take,0,aubergine,67,['aubergine'],[67],P01_09_seq_00097
P01_09_376,P01,P01_09,27:47.7,27:47.7,27:48.9,100062,100131,take salt,take,0,salt,38,['salt'],[38],P01_09_seq_00098
P01_09_381,P01,P01_09,27:54.4,27:54.5,27:56.0,100471,100557,take knife,take,0,knife,4,['knife'],[4],P01_09_seq_00099
P01_09_385,P01,P01_09,28:50.4,28:50.1,28:52.8,103803,103970,dry hands,dry,14,hand,11,['hand'],[11],P01_09_seq_00100
P01_09_389,P01,P01_09,28:58.3,28:58.2,28:59.1,104291,104345,take tong,take,0,tong,142,['tong'],[142],P01_09_seq_00101
P01_09_394,P01,P01_09,29:04.0,29:03.9,29:05.3,104632,104721,take tong,take,0,tong,142,['tong'],[142],P01_09_seq_00102
P01_09_398,P01,P01_09,29:19.8,29:19.2,29:20.6,105553,105637,take olives,take,0,olive,83,['olive'],[83],P01_09_seq_00103
P01_09_40,P01,P01_09,01:31.3,01:26.7,01:47.8,5204,6466,waiting for water to be hot,wait,72,water,27,['water'],[27],P01_09_seq_00012
P01_09_402,P01,P01_09,29:33.4,29:32.9,29:34.1,106371,106444,dry hands,dry,14,hand,11,['hand'],[11],P01_09_seq_00104
P01_09_406,P01,P01_09,29:41.2,29:40.9,29:41.8,106852,106910,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],P01_09_seq_00105
P01_09_409,P01,P01_09,29:44.5,29:45.9,29:47.8,107153,107269,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],P01_09_seq_00106
P01_09_412,P01,P01_09,30:00.5,29:59.3,30:01.0,107956,108057,take trays,take,0,tray,35,['tray'],[35],P01_09_seq_00107
P01_09_417,P01,P01_09,30:21.4,30:20.9,30:22.1,109251,109326,take scissors,take,0,scissors,79,['scissors'],[79],P01_09_seq_00108
P01_09_420,P01,P01_09,30:30.7,30:30.4,30:31.3,109824,109876,put down baking paper,put-down,1,paper:baking,49,['paper:baking'],[49],P01_09_seq_00109
P01_09_424,P01,P01_09,30:41.4,30:41.3,30:49.9,110477,110991,cut baking paper,cut,7,paper:baking,49,['paper:baking'],[49],P01_09_seq_00110
P01_09_428,P01,P01_09,31:07.1,31:04.2,31:06.7,111851,112004,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],P01_09_seq_00111
P01_09_435,P01,P01_09,31:18.4,31:12.6,31:13.3,112353,112398,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],P01_09_seq_00112
P01_09_438,P01,P01_09,31:29.2,31:29.1,31:30.1,113344,113408,take scissors,take,0,scissors,79,['scissors'],[79],P01_09_seq_00113
P01_09_441,P01,P01_09,31:37.6,31:37.2,31:39.3,113833,113958,put down baking paper,put-down,1,paper:baking,49,['paper:baking'],[49],P01_09_seq_00114
P01_09_445,P01,P01_09,31:49.3,31:45.7,31:54.8,114341,114888,lay baking paper onto tray,lay-onto,1,paper:baking,49,"['paper:baking', 'tray']","[49, 35]",P01_09_seq_00115
P01_09_448,P01,P01_09,32:02.4,32:02.4,32:03.6,115343,115418,put scissors into drawer,put-into,5,scissors,79,"['scissors', 'drawer']","[79, 8]",P01_09_seq_00116
P01_09_45,P01,P01_09,01:55.9,01:54.7,01:57.2,6883,7033,dry hands,dry,14,hand,11,['hand'],[11],P01_09_seq_00013
P01_09_452,P01,P01_09,32:17.1,32:17.3,32:19.8,116240,116386,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],P01_09_seq_00117
P01_09_455,P01,P01_09,32:25.2,32:23.3,32:24.5,116600,116672,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],P01_09_seq_00118
P01_09_458,P01,P01_09,32:18.4,32:29.4,32:31.4,116962,117085,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],P01_09_seq_00119
P01_09_461,P01,P01_09,32:42.8,32:41.6,32:43.4,117694,117803,take plate,take,0,plate,2,['plate'],[2],P01_09_seq_00120
P01_09_466,P01,P01_09,32:56.7,32:57.0,32:58.1,118618,118683,put down paper,put-down,1,paper,49,['paper'],[49],P01_09_seq_00121
P01_09_469,P01,P01_09,33:08.6,33:07.7,33:10.0,119259,119399,put aubergine onto plate,put-onto,1,aubergine,67,"['aubergine', 'plate']","[67, 2]",P01_09_seq_00122
P01_09_476,P01,P01_09,33:30.4,33:21.5,33:22.6,120093,120157,put aubergine onto plate,put-onto,1,aubergine,67,"['aubergine', 'plate']","[67, 2]",P01_09_seq_00123
P01_09_48,P01,P01_09,02:06.2,02:05.6,02:06.9,7534,7616,put down box,put-down,1,box,23,['box'],[23],P01_09_seq_00014
P01_09_480,P01,P01_09,33:45.1,33:33.3,33:34.0,120799,120837,put aubergine onto plate,put-onto,1,aubergine,67,"['aubergine', 'plate']","[67, 2]",P01_09_seq_00124
P01_09_483,P01,P01_09,33:50.5,33:49.9,33:51.2,121794,121874,take pan,take,0,pan,5,['pan'],[5],P01_09_seq_00125
P01_09_486,P01,P01_09,33:59.6,33:57.4,33:59.8,122246,122386,take tray,take,0,tray,35,['tray'],[35],P01_09_seq_00126
P01_09_491,P01,P01_09,34:09.3,34:09.2,34:12.4,122951,123146,move plate,move,11,plate,2,['plate'],[2],P01_09_seq_00127
P01_09_496,P01,P01_09,34:23.2,34:22.0,34:23.5,123723,123810,take mozzarella,take,0,mozzarella,32,['mozzarella'],[32],P01_09_seq_00128
P01_09_501,P01,P01_09,34:45.1,34:42.8,34:45.3,124965,125115,place dough onto tray,place-onto,1,dough,25,"['dough', 'tray']","[25, 35]",P01_09_seq_00129
P01_09_504,P01,P01_09,34:51.6,34:52.0,35:01.3,125518,126079,cut dough into halves,cut-into,7,dough,25,['dough'],[25],P01_09_seq_00130
P01_09_508,P01,P01_09,35:27.6,35:25.0,35:28.5,127499,127709,take dough,take,0,dough,25,['dough'],[25],P01_09_seq_00131
P01_09_516,P01,P01_09,36:05.1,36:04.1,36:09.2,129843,130153,roll dough,roll,47,dough,25,['dough'],[25],P01_09_seq_00132
P01_09_519,P01,P01_09,36:13.0,36:16.4,36:19.8,130585,130785,roll dough,roll,47,dough,25,['dough'],[25],P01_09_seq_00133
P01_09_52,P01,P01_09,02:13.6,02:13.1,02:23.6,7983,8613,open four bag,open,3,bag,19,['bag'],[19],P01_09_seq_00015
P01_09_522,P01,P01_09,36:37.4,36:36.8,36:39.3,131811,131961,unroll,unroll,39,bag:flour,19,['bag:flour'],[19],P01_09_seq_00134
P01_09_528,P01,P01_09,37:07.4,37:05.5,37:24.7,133530,134684,spread dough,spread,27,dough,25,['dough'],[25],P01_09_seq_00135
P01_09_536,P01,P01_09,37:53.4,37:53.1,37:54.2,136385,136454,take onions,take,0,onion,16,['onion'],[16],P01_09_seq_00136
P01_09_540,P01,P01_09,38:06.2,38:06.5,38:10.1,137190,137408,spread onions onto dough,spread-onto,27,onion,16,"['onion', 'dough']","[16, 25]",P01_09_seq_00137
P01_09_543,P01,P01_09,38:21.1,38:20.3,38:21.3,138016,138078,take onion,take,0,onion,16,['onion'],[16],P01_09_seq_00138
P01_09_547,P01,P01_09,38:28.8,38:28.1,38:29.9,138486,138594,turn on tap,turn-on,6,tap,0,['tap'],[0],P01_09_seq_00139
P01_09_55,P01,P01_09,02:37.7,02:37.1,02:38.4,9428,9503,move cutting board,move,11,board:cutting,18,['board:cutting'],[18],P01_09_seq_00016
P01_09_552,P01,P01_09,38:42.7,38:40.6,38:57.0,139237,140220,open mozzarella bag,open,3,bag:mozzarella,19,['bag:mozzarella'],[19],P01_09_seq_00140
P01_09_556,P01,P01_09,39:16.9,39:13.1,39:18.4,141187,141506,put down knife,put-down,1,knife,4,['knife'],[4],P01_09_seq_00141
P01_09_560,P01,P01_09,39:34.0,39:33.3,39:35.6,142395,142537,spread mozzarella,spread,27,mozzarella,32,['mozzarella'],[32],P01_09_seq_00142
P01_09_563,P01,P01_09,39:38.8,39:38.6,39:43.4,142716,143001,pour salt,pour,9,salt,38,['salt'],[38],P01_09_seq_00143
P01_09_567,P01,P01_09,39:54.8,39:54.7,39:57.5,143683,143850,close oil,close,4,oil,31,['oil'],[31],P01_09_seq_00144
P01_09_572,P01,P01_09,40:27.9,40:27.7,40:30.4,145662,145827,put down plate,put-down,1,plate,2,['plate'],[2],P01_09_seq_00145
P01_09_576,P01,P01_09,40:38.1,40:35.2,40:38.5,146114,146311,take pizza,take,0,pizza,91,['pizza'],[91],P01_09_seq_00146
P01_09_58,P01,P01_09,02:46.5,02:49.8,02:52.5,10189,10350,fold yeast,fold,28,yeast,195,['yeast'],[195],P01_09_seq_00017
P01_09_581,P01,P01_09,40:50.8,40:49.9,40:51.6,146995,147099,move mozzarella bag,move,11,bag:mozzarella,19,['bag:mozzarella'],[19],P01_09_seq_00147
P01_09_585,P01,P01_09,41:07.1,41:02.8,41:08.5,147769,148111,flatten dough,flatten,87,dough,25,['dough'],[25],P01_09_seq_00148
P01_09_590,P01,P01_09,41:18.9,41:24.8,41:44.1,149088,150245,roll dough,roll,47,dough,25,['dough'],[25],P01_09_seq_00149
P01_09_595,P01,P01_09,42:09.5,42:08.8,42:10.9,151731,151854,put dough onto tray,put-onto,1,dough,25,"['dough', 'tray']","[25, 35]",P01_09_seq_00150
P01_09_599,P01,P01_09,42:22.8,42:23.1,42:24.2,152586,152650,put down sauce,put-down,1,sauce,47,['sauce'],[47],P01_09_seq_00151
P01_09_6,P01,P01_09,00:15.6,00:14.0,00:18.1,840,1084,take potatoes off bag,take-off,12,potato,30,"['potato', 'bag']","[30, 19]",P01_09_seq_00003
P01_09_602,P01,P01_09,42:31.0,42:30.2,42:31.9,153014,153114,open bottle,open,3,bottle,15,['bottle'],[15],P01_09_seq_00152
P01_09_607,P01,P01_09,42:43.7,42:43.3,42:44.1,153800,153844,close drawer,close,4,drawer,8,['drawer'],[8],P01_09_seq_00153
P01_09_611,P01,P01_09,43:05.6,43:05.3,43:06.7,155121,155202,put down butter,put-down,1,butter,78,['butter'],[78],P01_09_seq_00154
P01_09_614,P01,P01_09,43:17.5,43:17.3,43:18.6,155835,155918,take aubergine,take,0,aubergine,67,['aubergine'],[67],P01_09_seq_00155
P01_09_617,P01,P01_09,43:28.7,43:28.6,43:30.3,156516,156621,sprinkle mozzarella onto dough,sprinkle-onto,42,mozzarella,32,"['mozzarella', 'dough']","[32, 25]",P01_09_seq_00156
P01_09_62,P01,P01_09,03:01.1,02:58.4,03:02.0,10707,10920,put yeast box into cupboard,put-into,5,box:yeast,23,"['box:yeast', 'cupboard']","[23, 3]",P01_09_seq_00018
P01_09_620,P01,P01_09,43:45.7,43:45.1,43:49.2,157504,157749,spread mozzarella,spread,27,mozzarella,32,['mozzarella'],[32],P01_09_seq_00157
P01_09_624,P01,P01_09,44:02.3,44:01.9,44:03.6,158512,158617,take plate,take,0,plate,2,['plate'],[2],P01_09_seq_00158
P01_09_628,P01,P01_09,44:20.7,44:20.7,44:22.0,159644,159718,put down plate,put-down,1,plate,2,['plate'],[2],P01_09_seq_00159
P01_09_632,P01,P01_09,44:41.0,44:41.2,44:45.2,160871,161112,spread olives onto pizza,spread-onto,27,olive,83,"['olive', 'pizza']","[83, 91]",P01_09_seq_00160
P01_09_635,P01,P01_09,44:49.7,44:48.5,44:50.9,161308,161451,spread olives onto pizza,spread-onto,27,olive,83,"['olive', 'pizza']","[83, 91]",P01_09_seq_00161
P01_09_638,P01,P01_09,44:54.0,44:54.0,44:55.3,161640,161716,take olives,take,0,olive,83,['olive'],[83],P01_09_seq_00162
P01_09_642,P01,P01_09,45:05.4,44:58.2,44:59.8,161892,161985,take onion,take,0,onion,16,['onion'],[16],P01_09_seq_00163
P01_09_646,P01,P01_09,45:13.8,45:07.7,45:08.6,162459,162517,take onion,take,0,onion,16,['onion'],[16],P01_09_seq_00164
P01_09_650,P01,P01_09,45:24.0,45:22.6,45:25.3,163354,163515,hang cloth,hang,41,cloth,17,['cloth'],[17],P01_09_seq_00165
P01_09_655,P01,P01_09,45:38.9,45:38.1,45:40.7,164283,164440,close oven,close,4,oven,46,['oven'],[46],P01_09_seq_00166
P01_09_658,P01,P01_09,45:50.5,45:50.7,45:51.5,165040,165088,take lid,take,0,lid,6,['lid'],[6],P01_09_seq_00167
P01_09_66,P01,P01_09,03:14.6,03:14.3,03:15.1,11660,11704,put down spatula,put-down,1,spatula,20,['spatula'],[20],P01_09_seq_00019
P01_09_661,P01,P01_09,45:58.7,45:58.0,46:00.7,165480,165641,open fridge,open,3,fridge,12,['fridge'],[12],P01_09_seq_00168
P01_09_665,P01,P01_09,46:13.5,46:10.6,46:15.1,166239,166508,fold mozzarella bag,fold,28,bag:mozzarella,19,['bag:mozzarella'],[19],P01_09_seq_00169
P01_09_669,P01,P01_09,46:27.0,46:26.0,46:28.1,167158,167284,move glass,move,11,glass,10,['glass'],[10],P01_09_seq_00170
P01_09_673,P01,P01_09,46:34.6,46:34.9,46:35.7,167697,167744,throw paper into bin,throw-into,13,paper,49,"['paper', 'bin']","[49, 36]",P01_09_seq_00171
P01_09_677,P01,P01_09,46:45.0,46:41.6,46:50.8,168095,168650,roll flour bag,roll,47,bag:flour,19,['bag:flour'],[19],P01_09_seq_00172
P01_09_681,P01,P01_09,47:03.8,47:03.4,47:05.3,169407,169521,take rolling pin and bowl,take,0,pin:rolling,136,"['pin:rolling', 'bowl']","[136, 7]",P01_09_seq_00173
P01_09_686,P01,P01_09,47:11.4,47:11.8,47:13.8,169911,170031,eat olives,eat,35,olive,83,['olive'],[83],P01_09_seq_00174
P01_09_689,P01,P01_09,47:22.4,47:21.4,47:22.9,170485,170575,move bowl and rolling pin,move,11,bowl,7,"['bowl', 'pin:rolling']","[7, 136]",P01_09_seq_00175
P01_09_69,P01,P01_09,03:17.9,03:17.6,03:20.4,11855,12024,pour salt,pour,9,salt,38,['salt'],[38],P01_09_seq_00020
P01_09_693,P01,P01_09,47:38.5,47:38.1,47:39.8,171487,171588,take plate,take,0,plate,2,['plate'],[2],P01_09_seq_00176
P01_09_697,P01,P01_09,47:48.4,47:48.6,47:51.1,172119,172265,put down plate,put-down,1,plate,2,['plate'],[2],P01_09_seq_00177
P01_09_704,P01,P01_09,48:07.4,48:06.6,48:07.6,173197,173254,throw paper,throw,13,paper,49,['paper'],[49],P01_09_seq_00178
P01_09_708,P01,P01_09,48:14.7,48:14.9,48:15.5,173694,173731,put down knife and fork,put-down,1,knife,4,"['knife', 'fork']","[4, 14]",P01_09_seq_00179
P01_09_711,P01,P01_09,48:22.5,48:21.8,48:22.5,174106,174147,take glass,take,0,glass,10,['glass'],[10],P01_09_seq_00180
P01_09_714,P01,P01_09,48:29.4,48:29.2,48:34.6,174549,174877,pour beer into glass,pour-into,9,beer,231,"['beer', 'glass']","[231, 10]",P01_09_seq_00181
