narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,quality_score,combined_class
P04_114_76,P04,P04_114,02:26.9,02:26.3,02:27.9,7317,7394,wipe coffee off filter,wipe-off,2,coffee,59,"['coffee', 'filter']","[59, 77]",0.96,2_59
P04_117_56,P04,P04_117,00:02:13.600,00:02:12.38,00:02:14.30,6619,6715,rotate slice of bread,rotate,23,slice:bread,33,['slice:bread'],[33],0.72,23_33
P04_118_27,P04,P04_118,00:00:54.350,00:00:53.05,00:00:54.60,2652,2730,take instruction booklet,take,0,booklet:instruction,140,['booklet:instruction'],[140],1.0,0_140
P04_120_201,P04,P04_120,00:08:35.600,00:08:34.35,00:08:35.35,25717,25767,lift plates,lift,33,plate,2,['plate'],[2],1.0,33_2
P04_120_294,P04,P04_120,00:10:53.853,00:10:53.60,00:10:54.35,32680,32717,look at tablespoon,look-at,38,tablespoon,1,['tablespoon'],[1],0.96,38_1
P04_121_123,P04,P04_121,06:40.9,06:40.1,06:40.9,20007,20043,put rice cooker lid in dishwasher,put-in,5,lid:rice:cooker,6,"['lid:rice:cooker', 'dishwasher']","[6, 70]",0.84,5_6
P04_121_198,P04,P04_121,09:01.1,09:00.7,09:01.5,27036,27073,lift up rice cooker bowl,lift-up,33,bowl:rice:cooker,7,['bowl:rice:cooker'],[7],0.8,33_7
P04_121_256,P04,P04_121,11:45.4,11:42.6,11:52.6,35130,35632,stir cheese curds in pan using spatula,stir-in,10,curd:cheese,32,"['curd:cheese', 'pan', 'spatula']","[32, 5, 20]",0.88,10_32
P04_121_280,P04,P04_121,12:50.9,12:50.7,12:52.1,38534,38606,dip sponge in water,dip,66,sponge,9,"['sponge', 'water']","[9, 27]",0.96,66_9
P04_121_345,P04,P04_121,15:34.9,15:33.8,15:35.2,46689,46761,scoop up cheese curds,scoop-up,16,curd:cheese,32,['curd:cheese'],[32],1.0,16_32
P04_121_350,P04,P04_121,15:51.1,15:50.0,15:51.8,47497,47589,empty cheese curds into bowl,empty,20,curd:cheese,32,"['curd:cheese', 'bowl']","[32, 7]",0.4,20_32
P04_121_362,P04,P04_121,16:22.6,16:22.2,16:23.1,49112,49154,tip cheese curds into bowl,tip-into,9,curd:cheese,32,"['curd:cheese', 'bowl']","[32, 7]",0.92,9_32
P04_121_365,P04,P04_121,16:29.6,16:27.6,16:30.1,49377,49507,scoop whey using spatulas,scoop,16,whey,150,"['whey', 'spatula']","[150, 20]",1.0,16_150
P04_121_512,P04,P04_121,21:32.4,21:31.0,21:32.4,64549,64622,pull open microwave door,pull,31,door:microwave,90,['door:microwave'],[90],1.0,31_90
P04_121_604,P04,P04_121,23:56.1,23:55.2,23:57.1,71759,71857,stretch cheese,stretch,50,cheese,32,['cheese'],[32],1.0,50_32
P04_121_626,P04,P04_121,25:08.9,24:46.1,25:18.9,74304,75944,squeeze bottom of mozzarella ball,squeeze,18,ball:mozzarella,32,['ball:mozzarella'],[32],1.0,18_32
P04_121_64,P04,P04_121,04:54.6,04:53.5,04:56.9,14674,14844,stir curds with spatula,stir-with,10,curd,81,"['curd', 'spatula']","[81, 20]",1.0,10_81
P04_121_644,P04,P04_121,25:46.1,25:45.5,25:48.2,77274,77412,put tea towel on oven door,put-on,1,towel:tea,52,"['towel:tea', 'door:oven']","[52, 46]",0.92,1_52
P04_121_655,P04,P04_121,26:21.4,26:20.8,26:22.8,79042,79140,open freezer,open,3,freezer,113,['freezer'],[113],0.92,3_113
P04_121_682,P04,P04_121,27:00.6,26:59.5,27:01.4,80973,81071,pop ice cube out of tray,pop-out,12,cube:ice,189,"['cube:ice', 'tray']","[189, 35]",0.96,12_189
P04_121_708,P04,P04_121,27:58.4,27:57.1,27:59.9,83854,83995,squeeze water out of rubber gloves,squeeze-out,18,water,27,"['water', 'glove:rubber']","[27, 60]",0.84,18_27
P05_08_108,P05,P05_08,16:21.0,16:20.9,16:29.3,58854,59356,rinse jar,rinse,2,jar,40,['jar'],[40],0.64,2_40
P05_08_116,P05,P05_08,00:17:52.000,00:17:44.35,00:18:42.58,63860,67354,pour salad in container,pour-in,9,salad,68,"['salad', 'container']","[68, 21]",0.92,9_68
P05_08_128,P05,P05_08,20:17.0,20:17.6,20:20.8,73056,73251,rinse rag,rinse,2,rag,17,['rag'],[17],0.92,2_17
P05_08_68,P05,P05_08,06:08.0,06:11.2,06:17.0,22272,22620,rinse packaging,rinse,2,packaging,26,['packaging'],[26],0.92,2_26
P05_08_75,P05,P05_08,07:54.0,07:52.9,08:31.8,28376,30710,stir salad in saucepan,stir-in,10,salad,68,"['salad', 'saucepan']","[68, 5]",1.0,10_68
P06_07_100,P06,P06_07,06:17.2,06:15.8,06:18.5,22548,22710,brush flour off dough,brush-off,57,flour,75,"['flour', 'dough']","[75, 25]",1.0,57_75
P06_07_202,P06,P06_07,14:23.0,14:21.2,14:23.2,51674,51792,put rolling pin in dishwasher,put-in,5,pin:rolling,136,"['pin:rolling', 'dishwasher']","[136, 70]",1.0,5_136
P06_07_213,P06,P06_07,14:44.4,14:42.7,14:48.4,52960,53301,put food in fridge,put-in,5,food,34,"['food', 'fridge']","[34, 12]",0.72,5_34
P06_07_241,P06,P06_07,16:16.9,16:13.7,16:17.0,58422,58619,open cleaner,open,3,cleaner,22,['cleaner'],[22],0.88,3_22
P06_07_251,P06,P06_07,17:18.2,17:15.9,17:20.7,62154,62440,wipe cooker,wipe,2,cooker,46,['cooker'],[46],0.92,2_46
P06_09_54,P06,P06_09,10:28.4,10:27.5,10:30.5,37651,37830,scrape chorizo into pan,scrape-into,25,chorizo,86,"['chorizo', 'pan']","[86, 5]",1.0,25_86
P06_09_79,P06,P06_09,13:39.8,13:38.6,13:42.5,49117,49349,put pepper into hand,put-into,5,pepper,37,"['pepper', 'hand']","[37, 11]",0.96,5_37
P06_09_9,P06,P06_09,04:45.2,04:43.6,04:44.6,17017,17077,turn on extractor fan,turn-on,6,fan:extractor,179,['fan:extractor'],[179],0.64,6_179
P06_101_103,P06,P06_101,00:06:16.404,00:06:15.52,00:06:19.37,18776,18968,scrape chopping board,scrape,25,board:chopping,18,['board:chopping'],[18],1.0,25_18
P06_101_131,P06,P06_101,08:13.9,08:13.7,08:43.3,24686,26165,chop chillies and garlic,chop,7,chilli,69,"['chilli', 'garlic']","[69, 51]",1.0,7_69
P06_101_19,P06,P06_101,00:49.9,00:49.6,00:51.1,2482,2554,check knife,check,24,knife,4,['knife'],[4],1.0,24_4
P06_101_243,P06,P06_101,17:19.4,17:18.7,17:19.7,51932,51983,put stock in cupboard,put-in,5,stock,95,"['stock', 'cupboard']","[95, 3]",0.84,5_95
P06_101_256,P06,P06_101,18:09.4,18:07.1,18:16.7,54355,54833,unwrap stock cube,unwrap,84,cube:stock,95,['cube:stock'],[95],0.68,84_95
P06_101_282,P06,P06_101,20:52.4,20:49.2,20:52.9,62461,62646,take out tray,take-out,12,tray,35,['tray'],[35],0.92,12_35
P06_101_327,P06,P06_101,25:54.0,25:50.7,25:54.6,77534,77730,roll up bag,roll-up,36,bag,19,['bag'],[19],0.84,36_19
P06_101_7,P06,P06_101,00:16.9,00:16.1,00:17.1,802,857,put down vegetables,put-down,1,vegetable,94,['vegetable'],[94],0.84,1_94
P06_101_84,P06,P06_101,00:05:10.154,00:05:09.78,00:05:10.78,15488,15538,take sticker off pepper,take-off,12,sticker,222,"['sticker', 'pepper']","[222, 37]",1.0,12_222
P06_102_16,P06,P06_102,00:56.4,00:55.7,01:18.3,2783,3915,open flour,open,3,flour,75,['flour'],[75],1.0,3_75
P06_102_42,P06,P06_102,03:46.2,03:44.9,03:48.2,11247,11412,cut sachet,cut,7,sachet,26,['sachet'],[26],1.0,7_26
P06_103_102,P06,P06_103,05:45.2,05:45.1,05:46.1,17254,17302,put cutlery in drawer,put-in,5,cutlery,58,"['cutlery', 'drawer']","[58, 8]",0.8,5_58
P06_104_25,P06,P06_104,00:01:40.155,00:01:39.14,00:01:42.95,4957,5147,pour sweet potato into pan,pour-into,9,potato:sweet,30,"['potato:sweet', 'pan']","[30, 5]",0.84,9_30
P06_107_23,P06,P06_107,01:10.7,01:10.8,01:12.1,3541,3603,spread flour,spread,27,flour,75,['flour'],[75],1.0,27_75
P06_109_3,P06,P06_109,00:00:15.167,00:00:13.22,00:00:16.00,661,800,take out pizza,take-out,12,pizza,91,['pizza'],[91],1.0,12_91
P06_113_116,P06,P06_113,00:04:55.710,00:04:54.65,00:04:55.90,14732,14794,put bottle in fridge,put-in,5,bottle,15,"['bottle', 'fridge']","[15, 12]",0.98,5_15
P07_02_14,P07,P07_02,00:01:32.259,00:01:34.95,00:01:44.86,5697,6291,stir oats,stir,10,oat,127,['oat'],[127],0.9199999999999999,10_127
P07_08_22,P07,P07_08,02:28.0,02:12.8,02:13.6,7968,8016,fold tortilla,fold,28,tortilla,107,['tortilla'],[107],1.0,28_107
P07_115_65,P07,P07_115,00:03:29.340,00:03:27.89,00:03:30.17,10394,10508,put broccoli into container,put-into,5,broccoli,101,"['broccoli', 'container']","[101, 21]",0.96,5_101
P08_03_10,P08,P08_03,00:00:27.300,00:00:27.57,00:00:33.42,1654,2005,arrange bell peppers in bowl,arrange,40,pepper:bell,37,"['pepper:bell', 'bowl']","[37, 7]",0.94,40_37
P08_05_348,P08,P08_05,00:27:47.419,00:27:46.79,00:27:48.16,100007,100089,wash tomatoes,wash,2,tomato,43,['tomato'],[43],1.0,2_43
P08_08_4,P08,P08_08,00:00:08.640,00:00:07.38,00:00:09.86,442,591,close dishwasher,close,4,dishwasher,70,['dishwasher'],[70],1.0,4_70
P08_21_10,P08,P08_21,00:23.9,00:22.3,00:25.6,1336,1533,take out mugs,take-out,12,mug,13,['mug'],[13],0.96,12_13
P08_21_108,P08,P08_21,06:17.9,06:09.9,06:24.6,22191,23076,press oats with milk,press,21,oat,127,"['oat', 'milk']","[127, 64]",0.92,21_127
P08_21_113,P08,P08_21,06:32.3,06:34.8,06:37.8,23687,23868,get coconut,get,0,coconut,196,['coconut'],[196],0.94,0_196
P08_21_116,P08,P08_21,06:42.6,06:49.9,06:53.8,24597,24829,spoon in cinnamon,spoon-in,16,cinnamon,274,['cinnamon'],[274],1.0,16_274
P08_21_126,P08,P08_21,07:25.7,07:25.1,07:36.0,26704,27358,spoon in mixture,spoon-in,16,mixture,71,['mixture'],[71],0.88,16_71
P08_21_152,P08,P08_21,09:33.7,09:32.8,09:38.8,34368,34730,choose eggs,choose,85,egg,53,['egg'],[53],1.0,85_53
P08_21_158,P08,P08_21,09:53.5,10:00.3,10:15.2,36018,36914,still wipe off floor with kitchen towel,wipe-off,2,floor,159,"['floor', 'towel:kitchen']","[159, 93]",1.0,2_159
P08_21_224,P08,P08_21,15:30.0,15:18.6,15:40.0,55116,56401,pour the whole mixture in pan,pour-in,9,mixture:whole,71,"['mixture:whole', 'pan']","[71, 5]",0.96,9_71
P08_21_24,P08,P08_21,01:08.0,01:05.0,01:07.8,3903,4068,take out pan,take-out,12,pan,5,['pan'],[5],1.0,12_5
P08_21_273,P08,P08_21,19:04.9,19:03.5,19:05.0,68611,68702,get the ice piece,get,0,piece:ice,189,['piece:ice'],[189],0.96,0_189
P08_21_305,P08,P08_21,20:59.7,21:03.6,21:11.6,75816,76294,flip the pan,flip,22,pan,5,['pan'],[5],0.0,22_5
P08_21_5,P08,P08_21,00:13.0,00:12.7,00:14.6,761,876,take out food,take-out,12,food,34,['food'],[34],0.0,12_34
P08_21_88,P08,P08_21,04:44.2,04:47.0,04:48.5,17218,17308,open oats,open,3,oat,127,['oat'],[127],1.0,3_127
P10_04_123,P10,P10_04,13:52.5,13:56.1,13:57.6,50164,50254,put the ginger back into the plastic container,put,1,ginger,131,"['ginger', 'container:plastic']","[131, 21]",0.92,1_131
P10_04_141,P10,P10_04,15:38.1,15:43.0,16:09.0,56578,58138,rotate the fish to make sure they are evenly fried,rotate,23,fish,119,['fish'],[119],0.92,23_119
P10_04_145,P10,P10_04,16:24.8,16:28.1,16:32.1,59287,59526,combine the fish from both pot into the larger pot,combine-from,1,fish,119,"['fish', 'pot', 'pot:larger']","[119, 29, 29]",0.8,1_119
P10_04_185,P10,P10_04,00:20:16.330,00:20:22.09,00:20:26.81,73325,73608,cover it,cover,36,sauce,47,['sauce'],[47],0.98,36_47
P10_04_216,P10,P10_04,22:57.8,22:59.6,23:03.0,82774,82979,get some vegetable,get,0,vegetable,94,['vegetable'],[94],0.68,0_94
P10_04_262,P10,P10_04,28:11.5,28:18.5,28:35.8,101911,102946,put the green bean into another pot,put-into,5,bean:green,185,"['bean:green', 'pot']","[185, 29]",1.0,5_185
P10_04_277,P10,P10_04,30:15.9,30:23.1,30:29.7,109384,109780,wash the pot with the brusher,wash-with,2,pot,29,"['pot', 'brusher']","[29, 103]",0.8,2_29
P10_04_309,P10,P10_04,33:54.5,34:07.9,34:11.8,122874,123110,hit the garlic with the side of knife,hit-with,32,garlic,51,"['garlic', 'side:knife']","[51, 4]",0.96,32_51
P10_04_322,P10,P10_04,35:38.4,35:17.7,35:24.4,127062,127463,remove the skin of a garlic,remove,12,skin,48,"['skin', 'garlic']","[48, 51]",0.96,12_48
P10_04_337,P10,P10_04,36:41.9,36:22.4,36:24.5,130945,131070,put the water back in the bowl and wash it,put,1,water,27,"['water', 'bowl']","[27, 7]",1.0,1_27
P10_04_390,P10,P10_04,41:52.0,41:33.0,41:51.4,149578,150687,mix the sprout with the water,mix-with,10,sprout,258,"['sprout', 'water']","[258, 27]",0.76,10_258
P10_04_407,P10,P10_04,43:59.3,43:47.2,43:50.8,157632,157846,using chopsticks put more sprout into the bottom right pot,put-into,5,chopstick,80,"['chopstick', 'sprout:more', 'pot:right']","[80, 258, 29]",1.0,5_80
P10_04_410,P10,P10_04,00:44:24.930,00:44:06.03,00:44:08.61,158761,158916,put the cover on the desk,put-on,1,cover,89,"['cover', 'desk']","[89, 42]",1.0,1_89
P10_04_462,P10,P10_04,50:45.4,50:26.6,50:28.4,181597,181705,put it on the table,put-on,1,table,42,['table'],[42],0.88,1_42
P10_04_51,P10,P10_04,05:51.1,05:58.0,06:01.1,21478,21669,cut it a third time,cut,7,cover,89,['cover'],[89],0.88,7_89
P10_04_68,P10,P10_04,07:14.9,07:20.6,07:28.3,26433,26899,mix the fish with the flour,mix-with,10,fish,119,"['fish', 'flour']","[119, 75]",1.0,10_119
P10_04_94,P10,P10_04,10:19.6,10:21.5,10:44.2,37291,38652,put the fish pieces into the pot,put-into,5,piece:fish,119,"['piece:fish', 'pot']","[119, 29]",1.0,5_119
P11_01_18,P11,P11_01,00:00:54.119,00:00:52.00,00:00:55.74,3120,3344,scrub mug,scrub,29,mug,13,['mug'],[13],0.8,29_13
P11_101_9,P11,P11_101,00:30.4,00:29.5,00:32.3,1477,1614,put down sous vide machine,put-down,1,machine:sous:vide,250,['machine:sous:vide'],[250],1.0,1_250
P11_102_57,P11,P11_102,03:53.9,03:54.2,03:57.6,11709,11882,rinse leek,rinse,2,leek,117,['leek'],[117],0.96,2_117
P11_103_7,P11,P11_103,00:19.1,00:18.6,00:19.6,932,982,push leeks onto chopping board,push-onto,21,leek,117,"['leek', 'board:chopping']","[117, 18]",1.0,21_117
P11_104_108,P11,P11_104,08:13.6,07:51.8,07:59.2,23588,23957,flip fish skin,flip,22,skin:fish,119,['skin:fish'],[119],1.0,22_119
P11_105_12,P11,P11_105,00:37.6,00:36.7,00:39.0,1837,1951,open pizza,open,3,pizza,91,['pizza'],[91],0.92,3_91
P11_105_68,P11,P11_105,03:56.4,03:56.5,03:57.5,11824,11875,pick up slicer,pick-up,0,slicer,220,['slicer'],[220],0.92,0_220
P11_107_18,P11,P11_107,00:50.9,00:50.8,00:58.5,2542,2924,cut pizza,cut,7,pizza,91,['pizza'],[91],1.0,7_91
P11_15_34,P11,P11_15,00:01:56.680,00:01:55.37,00:01:56.40,6922,6984,shake out measuring jug,shake-out,15,jug:measuring,66,['jug:measuring'],[66],1.0,15_66
P11_16_69,P11,P11_16,04:30.6,04:28.6,04:30.7,16116,16243,take out soy sauce,take-out,12,sauce:soy,47,['sauce:soy'],[47],1.0,12_47
P12_02_128,P12,P12_02,22:04.6,22:02.2,22:06.3,79330,79579,take tube tubes,take,0,tube:tube,227,['tube:tube'],[227],0.8,0_227
P12_02_77,P12,P12_02,11:57.9,11:56.1,11:58.0,42967,43078,press parsley,press,21,parsley,169,['parsley'],[169],0.76,21_169
P12_02_80,P12,P12_02,12:33.0,12:27.2,12:34.2,44832,45254,move onion,move,11,onion,16,['onion'],[16],1.0,11_16
P12_02_90,P12,P12_02,14:18.7,14:10.4,14:44.6,51026,53076,divide minced meats,divide,52,meat:minced,28,['meat:minced'],[28],0.84,52_28
P12_101_160,P12,P12_101,07:10.5,07:09.6,07:10.5,21482,21523,fill mug with some water,fill-with,26,mug,13,"['mug', 'water']","[13, 27]",1.0,26_13
P12_101_25,P12,P12_101,01:03.0,01:02.1,01:05.1,3106,3256,move cheeses,move,11,cheese,32,['cheese'],[32],0.96,11_32
P12_101_36,P12,P12_101,01:33.0,01:31.9,01:33.4,4596,4671,take out oil from cupboard,take-out,12,oil,31,"['oil', 'cupboard']","[31, 3]",0.0,12_31
P12_101_395,P12,P12_101,25:37.9,25:37.0,25:40.0,76848,77002,taste soup,taste,35,soup,126,['soup'],[126],1.0,35_126
P12_101_399,P12,P12_101,26:07.8,26:05.5,26:12.7,78276,78637,scrape up remaining onions from frying pan into saucepan with soup,scrape-up,25,onion:remaining,16,"['onion:remaining', 'pan:frying', 'saucepan', 'soup']","[16, 5, 5, 126]",0.98,25_16
P12_101_414,P12,P12_101,27:02.2,26:58.7,27:03.4,80935,81170,scrape up cheese using hands,scrape-up,25,cheese,32,"['cheese', 'hand']","[32, 11]",1.0,25_32
P12_101_44,P12,P12_101,01:49.2,01:47.4,01:50.6,5370,5529,take out tea from cupboard,take-out,12,tea,132,"['tea', 'cupboard']","[132, 3]",0.8,12_132
P12_101_49,P12,P12_101,02:19.3,02:18.9,02:19.9,6947,6997,pick up tea from countertop,pick-up,0,tea,132,"['tea', 'countertop']","[132, 42]",0.96,0_132
P13_10_23,P13,P13_10,02:12.9,02:12.1,02:14.9,7925,8091,put tomato can in refrigerator,put-in,5,tomato,43,"['tomato', 'refrigerator']","[43, 12]",0.88,5_43
P13_10_26,P13,P13_10,02:27.9,02:26.2,02:27.5,8769,8852,put sausage on hamburger,put-on,1,sausage,86,"['sausage', 'hamburger']","[86, 139]",0.96,1_86
P15_02_46,P15,P15_02,07:54.0,07:51.7,08:10.6,28300,29437,stir potatoes,stir,10,potato,30,['potato'],[30],0.96,10_30
P20_01_70,P20,P20_01,00:04:02.629,00:04:01.52,00:04:02.43,14491,14545,move pepper,move,11,pepper,37,['pepper'],[37],1.0,11_37
P20_03_31,P20,P20_03,01:34.4,01:33.1,01:34.9,5585,5695,pick up salami,pick-up,0,salami,156,['salami'],[156],0.88,0_156
P20_04_197,P20,P20_04,00:13:32.080,00:13:23.87,00:13:31.72,48232,48703,wipe cut with tissue,wipe,2,tissue,88,['tissue'],[88],1.0,2_88
P20_04_23,P20,P20_04,00:01:21.940,00:01:18.42,00:01:20.62,4705,4837,close microwave,close,4,microwave,90,['microwave'],[90],0.92,4_90
P22_07_147,P22,P22_07,06:08.0,06:07.2,06:08.0,22031,22081,shake hands,shake,15,hand,11,['hand'],[11],0.96,15_11
P22_07_179,P22,P22_07,07:23.4,07:17.0,07:18.3,26220,26295,set down cutlery,set-down,1,cutlery,58,['cutlery'],[58],0.88,1_58
P22_07_316,P22,P22_07,14:46.9,14:46.5,14:48.8,53193,53328,close kettle,close,4,kettle,44,['kettle'],[44],0.88,4_44
P22_07_507,P22,P22_07,00:24:22.710,00:24:21.05,00:24:21.95,87663,87717,pick up ladle,pick-up,0,ladle,97,['ladle'],[97],1.0,0_97
P22_07_541,P22,P22_07,26:06.7,26:05.4,26:06.2,93925,93974,move detergent,move,11,detergent,22,['detergent'],[22],0.78,11_22
P22_07_615,P22,P22_07,29:45.2,29:43.5,29:45.1,107007,107106,move lid,move,11,lid,6,['lid'],[6],0.96,11_6
P22_07_711,P22,P22_07,34:35.7,34:31.7,34:32.7,124300,124360,put in pesto,put-in,5,pesto,47,['pesto'],[47],0.96,5_47
P22_07_94,P22,P22_07,03:24.1,03:22.7,03:24.4,12160,12261,shake onions,shake,15,onion,16,['onion'],[16],0.6,15_16
P22_104_41,P22,P22_104,00:02:49.601,00:02:48.77,00:02:50.34,8438,8517,put down salad,put-down,1,salad,68,['salad'],[68],0.6,1_68
P22_109_731,P22,P22_109,00:30:30.611,00:30:29.81,00:30:31.97,91490,91598,spray degreaser,spray,44,degreaser,22,['degreaser'],[22],0.96,44_22
P22_110_107,P22,P22_110,00:02:53.601,00:02:52.61,00:02:53.55,8630,8677,rinse spoon rest,rinse,2,rest:spoon,109,['rest:spoon'],[109],0.88,2_109
P22_111_526,P22,P22_111,00:19:00.101,00:18:59.89,00:19:01.50,56994,57075,wash tin can,wash,2,can:tin,61,['can:tin'],[61],0.76,2_61
P22_117_140,P22,P22_117,05:07.6,05:05.0,05:46.8,15251,17340,peel courgette,peel,19,courgette,76,['courgette'],[76],1.0,19_76
P22_117_178,P22,P22_117,07:26.9,07:26.7,07:27.3,22337,22366,move courgettes,move,11,courgette,76,['courgette'],[76],0.0,11_76
P22_117_209,P22,P22_117,08:35.4,08:33.0,08:35.5,25650,25774,move peeler,move,11,peeler,87,['peeler'],[87],1.0,11_87
P22_117_214,P22,P22_117,08:52.6,08:51.8,08:52.8,26592,26639,pick courgettes,pick,0,courgette,76,['courgette'],[76],0.0,0_76
P22_117_268,P22,P22_117,10:43.9,10:43.2,10:43.7,32160,32183,close lid,close,4,lid,6,['lid'],[6],0.88,4_6
P22_117_300,P22,P22_117,00:11:23.601,00:11:23.60,00:11:41.65,34180,35082,pour rice,pour,9,rice,55,['rice'],[55],0.96,9_55
P22_117_50,P22,P22_117,01:36.4,01:36.2,01:36.6,4809,4832,put down ladle,put-down,1,ladle,97,['ladle'],[97],0.56,1_97
P22_12_64,P22,P22_12,00:03:29.389,00:03:24.25,00:03:25.25,12255,12315,cut peach,cut,7,peach,74,['peach'],[74],0.84,7_74
P23_02_192,P23,P23_02,26:11.4,26:17.3,26:21.0,94638,94858,cleaning with the brush,clean-with,2,brush,103,['brush'],[103],0.96,2_103
P23_02_28,P23,P23_02,05:26.4,05:53.3,05:59.4,21195,21562,remove the rest from the table,remove-from,12,rest,109,"['rest', 'table']","[109, 42]",0.0,12_109
P23_02_3,P23,P23_02,00:13.0,00:13.2,00:41.8,794,2506,removing unwanted layer from the onion piece,remove-from,12,piece:onion,16,['piece:onion'],[16],0.92,12_16
P24_02_84,P24,P24_02,00:07:05.890,00:07:14.93,00:07:17.06,26095,26223,compress meat,compress,21,meat,28,['meat'],[28],0.96,21_28
P24_05_128,P24,P24_05,11:44.2,11:44.3,11:46.1,42256,42365,take bottle sauce,take,0,sauce:bottle,15,['sauce:bottle'],[15],1.0,0_15
P24_05_28,P24,P24_05,02:00.1,01:58.2,02:01.8,7089,7305,open pasta,open,3,pasta,45,['pasta'],[45],0.88,3_45
P24_05_282,P24,P24_05,24:20.4,24:17.5,24:21.0,87452,87658,put pasta into saucepan,put-into,5,pasta,45,"['pasta', 'saucepan']","[45, 5]",1.0,5_45
P24_07_177,P24,P24_07,00:14:06.839,00:14:06.02,00:14:08.38,50761,50902,put cutting board in sink,put-in,5,board:cutting,18,"['board:cutting', 'sink']","[18, 63]",0.88,5_18
P24_08_107,P24,P24_08,08:14.9,08:15.0,08:15.8,29697,29749,throw away olive seeds,throw,13,seed:olive,122,['seed:olive'],[122],0.96,13_122
P24_08_132,P24,P24_08,10:09.2,10:08.2,10:16.1,36489,36967,turn onion,turn,23,onion,16,['onion'],[16],0.8600000000000001,23_16
P24_08_245,P24,P24_08,17:29.4,17:34.1,17:39.3,63244,63558,taste pasta,taste,35,pasta,45,['pasta'],[45],0.96,35_45
P24_08_28,P24,P24_08,01:22.4,01:22.9,01:24.2,4971,5052,put down pasta,put-down,1,pasta,45,['pasta'],[45],1.0,1_45
P24_08_99,P24,P24_08,00:07:46.479,00:07:44.38,00:07:53.36,27862,28401,cut olive,cut,7,olive,83,['olive'],[83],1.0,7_83
P25_107_12,P25,P25_107,00:00:31.601,00:00:31.37,00:00:35.93,1568,1796,wash aubergine,wash,2,aubergine,67,['aubergine'],[67],0.96,2_67
P25_107_173,P25,P25_107,15:36.6,15:35.5,15:38.5,46774,46927,rinse fork,rinse,2,fork,14,['fork'],[14],0.8,2_14
P25_107_195,P25,P25_107,17:17.4,17:17.0,17:18.6,51851,51929,put down lighter,put-down,1,lighter,130,['lighter'],[130],0.72,1_130
P25_107_79,P25,P25_107,00:09:23.611,00:09:23.06,00:09:25.21,28152,28260,wash courgettes,wash,2,courgette,76,['courgette'],[76],0.96,2_76
P26_02_26,P26,P26_02,00:02:22.560,00:02:06.00,00:02:30.35,7560,9021,turn chicken breast,turn,23,breast:chicken,57,['breast:chicken'],[57],0.76,23_57
P26_119_109,P26,P26_119,00:08:27.602,00:08:27.69,00:08:31.20,25384,25560,cut tomato,cut,7,tomato,43,['tomato'],[43],1.0,7_43
P27_101_196,P27,P27_101,08:05.1,08:04.8,08:21.6,24237,25079,wash moka pot,wash,2,pot:moka,50,['pot:moka'],[50],1.0,2_50
P27_101_235,P27,P27_101,10:22.1,10:21.9,10:23.8,31093,31188,use towel,use,76,towel,52,['towel'],[52],1.0,76_52
P27_101_469,P27,P27_101,22:22.9,22:23.1,22:23.8,67153,67190,pick up biscuit,pick-up,0,biscuit,104,['biscuit'],[104],1.0,0_104
P27_101_66,P27,P27_101,03:09.9,03:09.6,03:10.9,9479,9546,put down spoon rest,put-down,1,rest:spoon,109,['rest:spoon'],[109],1.0,1_109
P27_103_152,P27,P27_103,00:07:44.601,00:07:44.14,00:07:51.96,23207,23598,shake container,shake,15,container,21,['container'],[21],1.0,15_21
P27_103_200,P27,P27_103,00:12:43.601,00:12:43.03,00:12:44.40,38151,38220,pour flour,pour,9,flour,75,['flour'],[75],1.0,9_75
P28_02_146,P28,P28_02,00:07:42.480,00:07:42.35,00:07:43.44,27741,27806,soak sponge,soak,56,sponge,9,['sponge'],[9],0.36,56_9
P28_06_89,P28,P28_06,07:10.1,06:52.2,06:54.8,24730,24885,empty water in tray,empty,20,water,27,"['water', 'tray']","[27, 35]",1.0,20_27
P28_103_150,P28,P28_103,14:42.7,14:42.2,14:43.5,44111,44176,throw oil bottle,throw,13,bottle:oil,15,['bottle:oil'],[15],0.84,13_15
P28_103_166,P28,P28_103,15:46.4,15:46.2,15:49.2,47308,47458,stir vegetable,stir,10,vegetable,94,['vegetable'],[94],0.96,10_94
P28_103_22,P28,P28_103,01:40.2,01:40.5,01:48.4,5024,5422,take carrots out of package,take-out,12,carrot,41,"['carrot', 'package']","[41, 26]",0.96,12_41
P28_103_235,P28,P28_103,24:23.7,24:24.0,24:25.6,73200,73282,put oven glove,put,1,glove:oven,60,['glove:oven'],[60],0.96,1_60
P28_103_277,P28,P28_103,27:54.9,27:53.9,27:56.9,83694,83846,close paprika,close,4,paprika,206,['paprika'],[206],1.0,4_206
P28_103_33,P28,P28_103,02:08.9,02:07.7,02:09.2,6384,6458,take potatoes,take,0,potato,30,['potato'],[30],0.96,0_30
P28_103_60,P28,P28_103,04:19.7,04:19.4,04:21.6,12969,13078,rinse peeler,rinse,2,peeler,87,['peeler'],[87],1.0,2_87
P28_103_79,P28,P28_103,05:41.2,05:30.1,05:37.4,16506,16868,peel garlic,peel,19,garlic,51,['garlic'],[51],0.72,19_51
