narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,combined_class
P27_101_81_3,P03,P03_112,00:03:57.355,00:03:56.32,00:03:57.48,11816,11874,push air out of cheese bag,push-out,1,air,35,"['air', 'bag:cheese']","[238, 19]",0,5.0,5.0,5.0,5.0,5.0,0.0,1_35
P12_101_497,P12,P12_101,00:33:45.8,00:33:44.8,00:33:46.9,101242,101345,take paper from paper roll,take-from,0,paper,49,"['paper', 'roll:paper']","[49, 93]",1,5.0,5.0,5.0,5.0,5.0,1.0,0_49
P28_06_140_0,P28,P28_06_140_0,00:00:00.000,00:00:00.000,00:00:01.166,1,70,open oven,open,3,oven,46,['oven'],[46],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,3_46
P10_04_123_1,P10,P10_04_123_1,00:00:00.000,00:00:00.000,00:00:01.500,1,90,put the ginger back into the plastic container,put,1,ginger,131,"['ginger', 'container:plastic']","[131, 21]",1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,1_131
P04_02_194_3,P24,P24_05,00:09:15.9,00:09:13.3,00:09:14.2,33195,33255,pick up spoon,pick-up,55,spoon,5,['spoon'],[1],0,5.0,5.0,3.0,4.0,5.0,0.0,55_5
P08_21_210_0,P08,P08_21_210_0,00:00:00.000,00:00:00.000,00:00:01.250,1,75,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,3_8
P04_114_50_0,P04,P04_114_50_0,00:00:00.000,00:00:00.000,00:00:00.966,1,58,put aeropress on mug,put-on,1,aeropress,50,"['aeropress', 'mug']","[50, 13]",1,5.0,1.0,4.0,2.0,3.0,0.2974452554744525,1_50
P27_101_161_1,P27,P27_101_161_1,00:00:00.000,00:00:00.000,00:00:00.700,1,42,pick up glass,pick-up,0,glass,10,['glass'],[10],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_10
P28_103_60,P28,P28_103,00:04:19.7,00:04:19.4,00:04:21.6,12969,13078,rinse peeler,rinse,2,peeler,87,['peeler'],[87],1,5.0,5.0,5.0,5.0,5.0,1.0,2_87
P04_101_235_1,P04,P04_101_235_1,00:00:00.000,00:00:00.000,00:00:01.233,1,74,rinse filter,rinse,2,filter,77,['filter'],[77],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,2_77
P08_08_4,P08,P08_08,00:00:08.640,00:00:07.38,00:00:09.86,442,591,close dishwasher,close,4,dishwasher,70,['dishwasher'],[70],1,5.0,5.0,5.0,5.0,5.0,1.0,4_70
P04_107_620_0,P04,P04_107_620_0,00:00:00.000,00:00:00.000,00:00:02.950,1,177,unfold dough,unfold,39,dough,25,['dough'],[25],1,5.0,1.0,4.0,4.0,4.0,0.3910256410256411,39_25
P06_09_119_0,P06,P06_09_119_0,00:00:00.000,00:00:00.000,00:00:12.500,1,750,stir pan,stir,10,pan,5,['pan'],[5],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,10_5
P06_101_243_2,P22,P22_109,00:30:30.611,00:30:29.81,00:30:31.97,91490,91598,spray degreaser,spray,5,degreaser,95,['degreaser'],[22],0,5.0,4.0,5.0,5.0,4.0,0.0,5_95
P30_05_381_1,P30,P30_05_381_1,00:00:00.000,00:00:00.000,00:00:01.083,1,65,stack boxes,stack,40,box,23,['box'],[23],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,40_23
P04_05_276_1,P04,P04_05_276_1,00:00:00.000,00:00:00.000,00:00:01.566,1,94,stir pan,stir,10,pan,5,['pan'],[5],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,10_5
P06_01_11,P06,P06_01,00:00:28.2,00:00:35.6,00:00:39.4,2137,2362,open cereal,open,3,cereal,99,['cereal'],[99],1,5.0,5.0,5.0,5.0,5.0,1.0,3_99
P22_09_156_1,P02,P02_121,00:00:29.2,00:00:28.9,00:00:29.7,1444,1484,put down pen,put-down,8,pen,0,['pen'],[291],0,4.0,4.0,4.0,4.0,3.0,0.0,8_0
P30_05_368_2,P03,P03_04,00:00:59.3,00:00:58.0,00:00:58.6,3480,3515,close drawer,close,3,drawer,3,['drawer'],[8],0,5.0,5.0,4.0,5.0,5.0,0.0,3_3
P30_101_3_0,P30,P30_101_3_0,00:00:00.000,00:00:00.000,00:00:01.016,1,61,put pitta bread in toaster,put-in,5,bread:pitta,33,"['bread:pitta', 'toaster']","[33, 186]",1,5.0,1.0,5.0,5.0,3.0,0.396551724137931,5_33
P04_110_190_0,P04,P04_110_190_0,00:00:00.000,00:00:00.000,00:00:00.433,1,26,put piece of tofu in pan,put-in,5,piece:tofu,81,"['piece:tofu', 'pan']","[81, 5]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,5_81
P03_19_56,P03,P03_19,00:02:47.200,00:02:45.51,00:02:48.41,9930,10104,close bottle,close,4,bottle,15,['bottle'],[15],1,4.0,4.0,4.0,5.0,4.0,0.7916666666666667,4_15
P30_111_290,P30,P30_111,00:11:38.4,00:11:37.5,00:11:38.5,34875,34925,pick up scotch egg,pick-up,0,egg:scotch,246,['egg:scotch'],[246],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,0_246
P02_01_18,P02,P02_01,00:00:46.7,00:00:43.8,00:00:45.4,2630,2724,remove bag from cereal,remove-from,12,bag,19,"['bag', 'cereal']","[19, 99]",1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,12_19
P02_102_98,P02,P02_102,00:03:06.155,00:03:06.05,00:03:09.11,9302,9455,hit bottle,hit,32,bottle,15,['bottle'],[15],1,5.0,5.0,5.0,5.0,5.0,1.0,32_15
P03_101_131,P03,P03_101,00:05:14.6,00:05:14.5,00:05:17.9,15725,15894,empty saucepan,empty,20,saucepan,5,['saucepan'],[5],1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667,20_5
P12_101_329_1,P12,P12_101_329_1,00:00:00.000,00:00:00.000,00:00:01.283,1,77,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,0_1
P23_02_196_1,P23,P23_02_196_1,00:00:00.000,00:00:00.000,00:00:00.766,1,46,open the tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,3.0,5.0,1.0,0.396551724137931,6_0
P28_103_83_3,P08,P08_21,00:16:25.7,00:16:28.3,00:16:29.1,59299,59346,open fridge,open,2,fridge,16,['fridge'],[12],0,5.0,5.0,3.0,2.0,3.0,0.0,2_16
P26_110_81_0,P26,P26_110_81_0,00:00:00.000,00:00:00.000,00:00:01.883,1,113,pick up pasta,pick-up,0,pasta,45,['pasta'],[45],1,4.0,1.0,5.0,5.0,5.0,0.4256756756756756,0_45
P04_121_604_0,P04,P04_121_604_0,00:00:00.000,00:00:00.000,00:00:01.633,1,98,stretch cheese,stretch,50,cheese,32,['cheese'],[32],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,50_32
P01_01_270_0,P01,P01_01_270_0,00:00:00.000,00:00:00.000,00:00:13.133,1,788,still waiting for rice,wait-for,72,rice,55,['rice'],[55],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,72_55
P11_105_68_1,P11,P11_105_68_1,00:00:00.000,00:00:00.000,00:00:00.850,1,51,pick up slicer,pick-up,0,slicer,220,['slicer'],[220],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,0_220
P04_110_27,P04,P04_110,00:01:28.9,00:01:28.7,00:01:30.7,4436,4533,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,3.0,4.0,4.0,5.0,4.0,0.7240259740259741,3_3
P30_05_732_3,P28,P28_103,00:12:10.4,00:12:10.2,00:12:19.8,36509,36990,chop onion,chop,2,onion,42,['onion'],[16],0,5.0,5.0,5.0,5.0,5.0,0.0,2_42
P28_13_6_1,P28,P28_13_6_1,00:00:00.000,00:00:00.000,00:00:01.716,1,103,put egg in pan,put-in,5,egg,53,"['egg', 'pan']","[53, 5]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,5_53
P04_03_93,P04,P04_03,00:05:40.8,00:05:37.7,00:05:41.9,20260,20515,pick up bacon tray,pick-up,0,tray:bacon,35,['tray:bacon'],[35],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0_35
P03_123_79_1,P03,P03_123_79_1,00:00:00.000,00:00:00.000,00:00:01.050,1,63,put down seal of clip top jar,put-down,1,seal:clip:top:jar,6,['seal:clip:top:jar'],[6],1,4.0,4.0,4.0,3.0,1.0,0.35,1_6
P01_01_35_1,P01,P01_01_35_1,00:00:00.000,00:00:00.000,00:00:00.750,1,45,close cupboard,close,4,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,4.0,1.0,0.4256756756756756,4_3
P35_105_174_1,P35,P35_105_174_1,00:00:00.000,00:00:00.000,00:00:00.716,1,43,put down sieve,put-down,1,sieve,39,['sieve'],[39],1,5.0,3.0,5.0,5.0,1.0,0.396551724137931,1_39
P04_110_77_3,P05,P05_01,00:00:02.0,00:00:01.9,00:00:03.7,115,221,take kettle,take,1,kettle,129,['kettle'],[44],0,5.0,5.0,5.0,5.0,5.0,0.0,1_129
P28_103_22,P28,P28_103,00:01:40.2,00:01:40.5,00:01:48.4,5024,5422,take carrots out of package,take-out,12,carrot,41,"['carrot', 'package']","[41, 26]",1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,12_41
P03_05_46_0,P03,P03_05_46_0,00:00:00.000,00:00:00.000,00:00:16.250,1,975,stir food,stir,10,food,34,['food'],[34],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,10_34
P24_08_289_0,P24,P24_08_289_0,00:00:00.000,00:00:00.000,00:00:00.850,1,51,put can,put,1,can,61,['can'],[61],0,,1.0,,,,0.0,1_61
P06_07_149_1,P06,P06_07_149_1,00:00:00.000,00:00:00.000,00:00:01.033,1,62,pick up sun-dried tomatoes,pick-up,0,tomato:sun:dried,43,['tomato:sun:dried'],[43],1,5.0,5.0,4.0,1.0,5.0,0.4256756756756756,0_43
P07_05_15,P07,P07_05,00:01:21.220,00:01:33.16,00:01:36.65,5589,5799,put pan on stove,put-on,1,pan,5,"['pan', 'stove']","[5, 24]",1,5.0,3.0,5.0,5.0,4.0,0.806338028169014,1_5
P02_121_5_2,P02,P02_121_5_2,00:00:00.000,00:00:00.000,00:00:09.016,1,541,mark cake mould boundaries on baking paper,mark-on,94,boundary:cake:mould,35,"['boundary:cake:mould', 'paper:baking']","[35, 49]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,94_35
P06_01_20_0,P06,P06_01_20_0,00:00:00.000,00:00:00.000,00:00:00.733,1,44,open fridge,open,3,fridge,12,['fridge'],[12],1,4.0,1.0,5.0,4.0,4.0,0.3910256410256411,3_12
P25_107_211_2,P30,P30_01,00:00:14.269,00:00:13.24,00:00:14.27,794,856,take box,take,1,box,67,['box'],[23],0,5.0,5.0,5.0,5.0,4.0,0.0,1_67
P30_05_55_3,P12,P12_101,00:17:41.388,00:17:40.49,00:17:41.54,53024,53077,pour stock into saucepan with meat,pour-into,0,stock,5,"['stock', 'saucepan', 'meat']","[95, 5, 28]",0,5.0,5.0,5.0,5.0,5.0,0.0,0_5
P06_101_317,P06,P06_101,00:25:18.7,00:25:18.0,00:25:19.4,75897,75968,put sweet potato in pan,put-in,5,potato:sweet,30,"['potato:sweet', 'pan']","[30, 5]",1,4.0,5.0,5.0,5.0,4.0,0.8863636363636362,5_30
P11_102_57_3,P30,P30_107,00:38:45.88,00:38:45.54,00:38:46.37,116277,116318,pick up plate,pick-up,2,plate,117,['plate'],[2],0,5.0,5.0,5.0,5.0,5.0,0.0,2_117
P02_03_185_0,P02,P02_03_185_0,00:00:00.000,00:00:00.000,00:00:01.116,1,67,switch stove off,switch-off,8,stove,24,['stove'],[24],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,8_24
P30_111_396_2,P30,P30_111_396_2,00:00:00.000,00:00:00.000,00:00:03.350,1,201,remove part of pepper piece,remove,12,part:pepper:piece,37,['part:pepper:piece'],[37],1,4.0,4.0,5.0,4.0,1.0,0.3910256410256411,12_37
P30_109_16_2,P02,P02_03,00:06:20.8,00:06:26.5,00:06:36.8,23189,23805,still slicing onions,slice,1,onion,6,['onion'],[16],0,3.0,4.0,4.0,5.0,4.0,0.0,1_6
P04_121_324_2,P04,P04_121_324_2,00:00:00.000,00:00:00.000,00:00:02.216,1,133,pick up tea towel,pick-up,0,towel:tea,52,['towel:tea'],[52],1,5.0,5.0,3.0,5.0,1.0,0.396551724137931,0_52
P30_101_120_0,P30,P30_101_120_0,00:00:00.000,00:00:00.000,00:00:01.516,1,91,rinse lemon squeezer piece,rinse,2,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],1,5.0,1.0,4.0,5.0,4.0,0.4078947368421053,2_106
P28_104_128_1,P04,P04_03,00:11:57.7,00:11:55.3,00:11:58.5,42919,43110,put carrot in lunch box,put-in,0,carrot,20,"['carrot', 'box:lunch']","[41, 23]",0,5.0,4.0,5.0,5.0,5.0,0.0,0_20
P02_03_167_0,P02,P02_03_167_0,00:00:00.000,00:00:00.000,00:00:01.333,1,80,unplug,unplug,12,microwave,90,['microwave'],[90],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,12_90
P11_104_5_2,P03,P03_04,00:24:19.4,00:24:16.7,00:24:18.2,87401,87491,put spoon on side,put-on,0,spoon,29,"['spoon', 'side']","[1, 42]",0,5.0,5.0,5.0,5.0,5.0,0.0,0_29
P35_101_59_1,P35,P35_101_59_1,00:00:00.000,00:00:00.000,00:00:01.216,1,73,put down bag,put-down,1,bag,19,['bag'],[19],1,5.0,4.0,5.0,1.0,4.0,0.4078947368421053,1_19
P25_107_464_2,P01,P01_09,00:35:27.6,00:35:25.0,00:35:28.5,127499,127709,take dough,take,8,dough,24,['dough'],[25],0,5.0,4.0,5.0,5.0,5.0,0.0,8_24
P03_04_340_0,P03,P03_04_340_0,00:00:00.000,00:00:00.000,00:00:00.850,1,51,turn off tap,turn-off,8,tap,0,['tap'],[0],0,,1.0,,,,0.0,8_0
P35_105_29_1,P35,P35_105_29_1,00:00:00.000,00:00:00.000,00:00:01.383,1,83,pick up container,pick-up,0,container,21,['container'],[21],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0_21
P24_02_28,P24,P24_02,00:01:51.840,00:01:50.45,00:01:51.87,6627,6712,grab fork,grab,0,fork,14,['fork'],[14],1,5.0,5.0,5.0,5.0,5.0,1.0,0_14
P03_112_112,P03,P03_112,00:03:52.4,00:03:51.0,00:03:56.4,11549,11818,close cheese bag,close,4,bag:cheese,19,['bag:cheese'],[19],1,5.0,5.0,5.0,5.0,5.0,1.0,4_19
P30_107_674_0,P30,P30_107_674_0,00:00:00.000,00:00:00.000,00:00:00.966,1,58,squash garlic clove with knife,squash,18,clove:garlic,51,"['clove:garlic', 'knife']","[51, 4]",1,5.0,1.0,3.0,4.0,3.0,0.3405511811023621,18_51
P24_08_220_0,P24,P24_08_220_0,00:00:00.000,00:00:00.000,00:00:03.666,1,220,close oregano bag,close,4,bag:oregano,19,['bag:oregano'],[19],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,4_19
P10_04_299,P10,P10_04,00:32:08.4,00:32:27.5,00:32:28.2,116851,116890,put garlic into white plastic pot,put-into,5,garlic,51,"['garlic', 'pot:plastic']","[51, 23]",1,5.0,5.0,5.0,5.0,5.0,1.0,5_51
P11_104_145,P11,P11_104,00:10:25.101,00:10:25.19,00:10:26.14,31259,31307,put away olive oil,put,1,oil:olive,31,['oil:olive'],[31],1,4.0,3.0,4.0,4.0,2.0,0.5394736842105263,1_31
P01_01_48_2,P27,P27_101,00:15:28.1,00:15:27.5,00:15:31.5,46375,46576,wash plate,wash,4,plate,8,['plate'],[2],0,4.0,5.0,5.0,5.0,5.0,0.0,4_8
P04_121_541,P04,P04_121,00:22:12.1,00:22:12.8,00:22:13.1,66638,66655,tip salt into bag,tip-into,9,salt,38,"['salt', 'bag']","[38, 19]",1,5.0,5.0,4.0,3.0,3.0,0.699367088607595,9_38
P25_107_173_2,P25,P25_107_173_2,00:00:00.000,00:00:00.000,00:00:02.549,1,153,rinse fork,rinse,2,fork,14,['fork'],[14],1,4.0,3.0,4.0,5.0,1.0,0.3647540983606557,2_14
P06_07_213_0,P06,P06_07_213_0,00:00:00.000,00:00:00.000,00:00:05.683,1,341,put food in fridge,put-in,5,food,34,"['food', 'fridge']","[34, 12]",1,4.0,1.0,4.0,4.0,3.0,0.35,5_34
P22_113_80_0,P22,P22_113_80_0,00:00:00.000,00:00:00.000,00:00:00.816,1,49,close cupboard,close,4,cupboard,3,['cupboard'],[3],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,4_3
P08_21_126_3,P04,P04_05,00:21:44.1,00:21:43.6,00:21:45.6,78217,78333,open passata,open,16,passata,71,['passata'],[47],0,5.0,5.0,5.0,5.0,5.0,0.0,16_71
P12_101_10_1,P12,P12_101_10_1,00:00:00.000,00:00:00.000,00:00:00.900,1,54,take out meat from fridge,take-out,12,meat,28,"['meat', 'fridge']","[28, 12]",1,4.0,4.0,4.0,4.0,1.0,0.375,12_28
P30_111_502_0,P30,P30_111_502_0,00:00:00.000,00:00:00.000,00:00:00.716,1,43,pick,pick,0,cafetiere,50,['cafetiere'],[50],0,,1.0,,,,0.0,0_50
P27_101_235_2,P28,P28_09,00:06:35.440,00:06:25.40,00:06:29.12,23124,23347,rinse knife,rinse,76,knife,52,['knife'],[4],0,5.0,5.0,5.0,5.0,5.0,0.0,76_52
P25_107_165_2,P25,P25_107_165_2,00:00:00.000,00:00:00.000,00:00:02.083,1,125,put down plate,put-down,1,plate,2,['plate'],[2],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,1_2
P30_05_309,P30,P30_05,00:24:59.4,00:24:51.0,00:24:59.1,89460,89946,pour stock into saucepan,pour-into,9,stock,95,"['stock', 'saucepan']","[95, 5]",1,5.0,4.0,5.0,5.0,4.0,0.8863636363636362,9_95
P01_17_100_2,P37,P37_103,00:00:12.2,00:00:11.5,00:00:19.1,573,952,debone chicken thighs,debone,77,thigh:chicken,41,['thigh:chicken'],[57],0,4.0,4.0,4.0,2.0,4.0,0.0,77_41
P30_111_108_2,P12,P12_02,00:18:46.4,00:18:51.7,00:19:12.0,67899,69118,stir,stir,0,food,4,['food'],[34],0,5.0,5.0,5.0,5.0,5.0,0.0,0_4
P22_117_250_2,P11,P11_104,00:10:25.101,00:10:25.19,00:10:26.14,31259,31307,put away olive oil,put,3,oil:olive,8,['oil:olive'],[31],0,4.0,3.0,4.0,4.0,2.0,0.0,3_8
P04_04_67,P04,P04_04,00:05:27.2,00:05:33.5,00:05:38.2,20012,20289,slice potato,slice,7,potato,30,['potato'],[30],1,4.0,4.0,4.0,4.0,5.0,0.7916666666666667,7_30
P02_03_167,P02,P02_03,00:09:28.3,00:09:27.4,00:09:28.7,34042,34122,unplug,unplug,12,microwave,90,['microwave'],[90],1,5.0,5.0,5.0,5.0,5.0,1.0,12_90
P02_112_214_2,P35,P35_105,00:10:09.4,00:10:08.1,00:10:10.2,30404,30508,move pan,move,74,pan,25,['pan'],[5],0,4.0,4.0,4.0,4.0,4.0,0.0,74_25
P04_05_32,P04,P04_05,00:04:03.2,00:04:38.6,00:04:46.5,16717,17192,turn potato,turn,23,potato,30,['potato'],[30],1,5.0,5.0,5.0,5.0,5.0,1.0,23_30
P06_101_109_0,P06,P06_101_109_0,00:00:00.000,00:00:00.000,00:00:00.366,1,22,close drawer,close,4,drawer,8,['drawer'],[8],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,4_8
P03_101_81,P03,P03_101,00:01:51.850,00:01:51.89,00:02:05.59,5594,6279,wash bin,wash,2,bin,36,['bin'],[36],0,,,,,,0.0,2_36
P25_107_389_0,P25,P25_107_389_0,00:00:00.000,00:00:00.000,00:00:04.250,1,255,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,22_67
P28_110_11,P28,P28_110,00:00:41.2,00:00:40.8,00:00:43.0,2041,2150,take clothes,take,0,clothes,73,['clothes'],[73],1,5.0,5.0,5.0,5.0,5.0,1.0,0_73
P03_101_166,P03,P03_101,00:06:59.4,00:06:59.3,00:07:00.5,20966,21025,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,6_0
P04_110_336_1,P04,P04_110_336_1,00:00:00.000,00:00:00.000,00:00:00.650,1,39,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_7
P01_104_6_1,P01,P01_104_6_1,00:00:00.000,00:00:00.000,00:00:00.766,1,46,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,3_8
P30_111_400_0,P30,P30_111_400_0,00:00:00.000,00:00:00.000,00:00:02.250,1,135,slice pepper,slice,7,pepper,37,['pepper'],[37],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,7_37
P01_09_69_3,P30,P30_05,00:12:48.8,00:12:47.1,00:12:54.6,46025,46476,pour olive oil in pan,pour-in,9,oil:olive,38,"['oil:olive', 'pan']","[31, 5]",0,3.0,5.0,5.0,5.0,5.0,0.0,9_38
P02_130_254,P02,P02_130,00:13:01.7,00:13:00.8,00:13:01.5,39040,39076,pick up wooden spoon,pick-up,0,spoon:wooden,1,['spoon:wooden'],[1],1,5.0,4.0,4.0,2.0,4.0,0.6120689655172414,0_1
P25_107_446_2,P12,P12_101,00:31:31.0,00:31:30.5,00:31:31.4,94526,94572,pick up salt container,pick-up,3,container:salt,3,['container:salt'],[21],0,5.0,5.0,5.0,5.0,5.0,0.0,3_3
P01_09_275_0,P01,P01_09_275_0,00:00:00.000,00:00:00.000,00:00:00.983,1,59,put down cutting board and knife,put-down,1,board:cutting,18,"['board:cutting', 'knife']","[18, 4]",1,4.0,1.0,4.0,3.0,4.0,0.35,1_18
P22_117_0_0,P22,P22_117_0_0,00:00:00.000,00:00:00.000,00:00:01.283,1,77,open drawer,open,3,drawer,8,['drawer'],[8],1,3.0,1.0,4.0,4.0,3.0,0.326923076923077,3_8
P28_101_93_1,P28,P28_101_93_1,00:00:00.000,00:00:00.000,00:00:01.716,1,103,rinse knife,rinse,2,knife,4,['knife'],[4],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,2_4
P01_05_25,P01,P01_05,00:01:22.0,00:01:21.4,00:01:22.8,4882,4965,take glass,take,0,glass,10,['glass'],[10],1,4.0,5.0,4.0,5.0,5.0,0.8863636363636362,0_10
P11_102_29_2,P11,P11_102_29_2,00:00:00.000,00:00:00.000,00:00:03.166,1,190,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_18
P35_104_768,P35,P35_104,00:53:47.851,00:53:46.72,00:53:48.79,161336,161439,close fridge,close,4,fridge,12,['fridge'],[12],1,4.0,4.0,4.0,4.0,4.0,0.75,4_12
P01_09_143,P01,P01_09,00:10:50.440,00:10:50.33,00:10:51.25,39019,39075,take sponge,take,0,sponge,9,['sponge'],[9],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761904,0_9
P28_103_87_3,P24,P24_08,00:09:00.2,00:08:59.1,00:09:01.7,32346,32504,close fridge,close,1,fridge,16,['fridge'],[12],0,3.0,5.0,2.0,2.0,2.0,0.0,1_16
P03_09_159_1,P12,P12_101,00:00:19.4,00:00:19.2,00:00:20.3,960,1014,take out meat from fridge,take-out,5,meat,36,"['meat', 'fridge']","[28, 12]",0,4.0,4.0,4.0,4.0,3.0,0.0,5_36
P24_05_95_2,P03,P03_04,00:00:59.3,00:00:58.0,00:00:58.6,3480,3515,close drawer,close,1,drawer,18,['drawer'],[8],0,5.0,5.0,4.0,5.0,5.0,0.0,1_18
P22_117_82_0,P22,P22_117_82_0,00:00:00.000,00:00:00.000,00:00:00.383,1,23,turn off tap,turn-off,8,tap,0,['tap'],[0],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,8_0
P28_113_27_2,P28,P28_113_27_2,00:00:00.000,00:00:00.000,00:00:03.716,1,223,put v60,put,1,v60,50,['v60'],[50],1,3.0,3.0,3.0,4.0,1.0,0.3055555555555556,1_50
P03_04_326_0,P03,P03_04_326_0,00:00:00.000,00:00:00.000,00:00:01.683,1,101,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,4.0,1.0,4.0,5.0,5.0,0.4078947368421053,3_3
P01_09_655_1,P01,P01_09_655_1,00:00:00.000,00:00:00.000,00:00:01.300,1,78,close oven,close,4,oven,46,['oven'],[46],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,4_46
P04_110_84_0,P04,P04_110_84_0,00:00:00.000,00:00:00.000,00:00:01.683,1,101,put rice vinegar in cupboard,put-in,5,vinegar:rice,134,"['vinegar:rice', 'cupboard']","[134, 3]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,5_134
P26_17_10_1,P26,P26_17_10_1,00:00:00.000,00:00:00.000,00:00:01.183,1,71,put lid on saucepan,put-on,1,lid,6,"['lid', 'saucepan']","[6, 5]",1,4.0,3.0,5.0,1.0,5.0,0.3802521008403361,1_6
P01_05_185_2,P02,P02_01,00:00:46.7,00:00:43.8,00:00:45.4,2630,2724,remove bag from cereal,remove-from,1,bag,142,"['bag', 'cereal']","[19, 99]",0,5.0,5.0,5.0,5.0,4.0,0.0,1_142
P35_109_125_0,P35,P35_109_125_0,00:00:00.000,00:00:00.000,00:00:00.750,1,45,put down coffee,put-down,1,coffee,59,['coffee'],[59],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_59
P04_110_310_1,P04,P04_110_310_1,00:00:00.000,00:00:00.000,00:00:00.416,1,25,put down mug,put-down,1,mug,13,['mug'],[13],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,1_13
P08_21_116_3,P30,P30_111,00:02:41.6,00:02:40.5,00:02:42.0,8027,8102,take olive oil from cupboard,take-from,16,oil:olive,274,"['oil:olive', 'cupboard']","[31, 3]",0,3.0,4.0,4.0,3.0,3.0,0.0,16_274
P06_101_152_0,P06,P06_101_152_0,00:00:00.000,00:00:00.000,00:00:09.416,1,565,chop pepper,chop,7,pepper,37,['pepper'],[37],1,5.0,1.0,4.0,4.0,5.0,0.4078947368421053,7_37
P01_103_23,P01,P01_103,00:00:43.4,00:00:42.0,00:00:43.8,2101,2192,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58],1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667,0_58
P02_132_68_3,P06,P06_101,00:08:55.2,00:08:54.6,00:08:59.2,26728,26960,stir pan,stir,0,pan,188,['pan'],[5],0,5.0,5.0,5.0,5.0,5.0,0.0,0_188
P35_105_418_2,P35,P35_105_418_2,00:00:00.000,00:00:00.000,00:00:02.450,1,147,pour mushrooms,pour,9,mushroom,56,['mushroom'],[56],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,9_56
P10_04_277_3,P30,P30_111,00:29:29.3,00:29:28.0,00:29:29.9,88402,88496,put knife in drying rack,put-in,2,knife,29,"['knife', 'rack:drying']","[4, 110]",0,5.0,5.0,5.0,5.0,5.0,0.0,2_29
P03_101_160_1,P03,P03_101_160_1,00:00:00.000,00:00:00.000,00:00:01.233,1,74,rinse out sponge,rinse-out,2,sponge,9,['sponge'],[9],1,5.0,5.0,4.0,1.0,5.0,0.4256756756756756,2_9
